ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,91.64,11.7,98.79,29.4,29.75,11.26,117.42,304.34
Small Forehead,1.0,89.86,13.47,98.89,42.74,45.91,16.1,353.12,462.62
Cheeks and Nose,2.0,88.46,14.74,99.15,18.9,22.83,2.6,36.73,172.03
Left Cheek,3.0,88.59,14.87,99.1,22.8,25.53,1.3,57.01,194.52
Right Cheek,4.0,88.59,11.95,98.93,33.26,28.51,15.67,90.35,229.97
Crop Face,5.0,92.02,16.4,99.04,27.53,25.39,12.55,56.55,185.07
Averaged,,89.86,13.85,98.98,29.1,29.65,9.91,118.53,258.09
