ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,64.94,16.71,99.07,32.85,42.78,16.75,265.62,1087.95
Small Forehead,1.0,67.48,14.05,99.21,65.73,58.84,44.8,592.89,1533.37
Cheeks and Nose,2.0,64.82,15.07,99.25,40.7,36.81,25.59,238.36,500.58
Left Cheek,3.0,65.58,12.79,99.33,89.37,80.63,48.67,1446.25,3866.18
Right Cheek,4.0,65.07,12.53,99.52,47.35,50.51,32.34,298.23,1312.74
Crop Face,5.0,65.2,13.04,99.25,39.72,43.97,23.17,471.97,1225.38
Averaged,,65.52,14.03,99.27,52.62,52.26,31.89,552.22,1587.7
