ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,86.96,15.82,98.97,23.74,27.66,11.43,106.56,285.68
Small Forehead,1.0,87.22,12.66,99.11,27.51,27.8,4.05,50.12,227.69
Cheeks and Nose,2.0,86.58,11.65,99.15,19.19,21.95,2.86,55.83,186.35
Left Cheek,3.0,87.09,13.04,99.13,19.41,23.21,0.0,48.4,227.68
Right Cheek,4.0,87.09,15.32,99.18,19.9,20.78,1.3,31.57,88.21
Crop Face,5.0,86.84,11.4,99.03,15.94,15.66,0.0,45.31,106.11
Averaged,,86.96,13.32,99.1,20.95,22.84,3.27,56.3,186.95
