ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,85.97,12.11,98.92,30.97,27.71,5.81,72.04,303.29
Small Forehead,1.0,83.01,10.19,98.94,26.38,21.86,5.68,63.72,200.05
Cheeks and Nose,2.0,86.26,14.03,99.07,16.65,14.92,1.52,31.73,112.45
Left Cheek,3.0,86.85,14.77,99.02,18.92,18.56,1.52,70.55,160.18
Right Cheek,4.0,86.41,14.48,99.15,25.73,21.95,6.06,54.04,119.11
Crop Face,5.0,86.11,13.0,99.04,24.46,20.58,3.33,29.67,101.1
Averaged,,85.77,13.1,99.02,23.85,20.93,3.99,53.62,166.03
