ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,66.43,13.16,99.27,61.27,70.9,26.21,369.78,2296.62
Small Forehead,1.0,84.53,13.16,99.4,51.13,48.25,23.32,326.45,653.66
Cheeks and Nose,2.0,61.88,11.51,99.39,44.67,56.82,22.42,710.94,1208.34
Left Cheek,3.0,65.93,13.66,99.41,55.81,59.2,27.04,820.53,883.36
Right Cheek,4.0,66.06,13.28,99.48,67.56,69.04,45.33,395.25,1380.38
Crop Face,5.0,62.13,9.74,99.4,47.73,48.58,36.11,330.49,1105.64
Averaged,,67.83,12.42,99.39,54.7,58.8,30.07,492.24,1254.67
