ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,79.61,17.34,98.93,47.27,51.7,26.38,326.01,1150.15
Small Forehead,1.0,82.65,18.48,98.95,66.65,62.17,36.36,522.86,1482.17
Cheeks and Nose,2.0,74.04,17.85,98.95,30.28,50.35,15.88,388.85,809.2
Left Cheek,3.0,77.2,12.03,99.03,37.15,54.98,18.63,731.01,1249.14
Right Cheek,4.0,86.82,15.95,98.96,46.94,54.83,17.11,767.11,758.88
Crop Face,5.0,76.32,15.31,98.99,31.71,57.19,19.83,338.77,1403.35
Averaged,,79.44,16.16,98.97,43.33,55.2,22.36,512.44,1142.15
