ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,87.94,18.3,98.95,30.62,23.82,11.69,56.86,188.71
Small Forehead,1.0,88.07,16.78,98.85,23.3,28.35,2.6,59.95,183.32
Cheeks and Nose,2.0,87.82,16.39,98.98,24.44,22.42,5.19,37.31,144.56
Left Cheek,3.0,87.31,14.49,99.3,23.71,23.8,6.49,89.97,143.96
Right Cheek,4.0,86.8,13.85,99.33,36.96,31.5,22.4,138.47,420.85
Crop Face,5.0,87.94,17.67,99.02,13.99,18.51,2.38,39.66,51.9
Averaged,,87.65,16.25,99.07,25.5,24.73,8.46,70.37,188.88
