ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,69.99,12.27,99.34,48.08,54.36,31.11,256.84,1514.3
Small Forehead,1.0,71.25,14.3,99.4,44.67,60.2,24.4,514.72,2158.96
Cheeks and Nose,2.0,69.35,14.55,99.06,33.83,36.01,18.41,122.96,443.93
Left Cheek,3.0,70.49,18.35,99.25,53.54,49.25,32.84,342.54,1018.86
Right Cheek,4.0,71.0,13.54,99.21,47.75,51.81,24.82,422.27,1190.8
Crop Face,5.0,69.86,14.3,99.2,32.62,36.12,16.98,104.38,566.13
Averaged,,70.32,14.55,99.24,43.42,47.96,24.76,293.95,1148.83
