ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,72.95,12.6,99.3,33.4,40.89,16.21,250.34,973.72
Small Forehead,1.0,72.5,9.79,99.35,44.85,50.02,22.75,346.07,879.18
Cheeks and Nose,2.0,72.95,12.31,99.16,36.26,43.55,21.67,183.64,724.87
Left Cheek,3.0,72.5,12.01,99.31,48.12,41.2,43.7,170.0,871.31
Right Cheek,4.0,73.54,17.94,99.38,41.7,43.41,26.67,146.62,630.38
Crop Face,5.0,72.95,11.86,99.27,29.28,35.32,13.33,71.24,351.75
Averaged,,72.9,12.75,99.3,38.93,42.4,24.06,194.65,738.54
