ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,91.26,14.94,99.43,37.81,45.29,13.64,228.88,673.96
Small Forehead,1.0,72.65,14.56,99.44,28.66,52.85,11.95,283.6,1332.95
Cheeks and Nose,2.0,95.18,15.82,99.3,27.63,33.43,9.85,79.89,269.98
Left Cheek,3.0,86.95,18.61,99.34,55.18,59.43,27.77,588.79,1372.7
Right Cheek,4.0,91.13,13.29,99.38,33.56,50.36,13.66,254.82,745.65
Crop Face,5.0,95.94,17.09,99.33,32.46,36.8,11.04,52.6,319.95
Averaged,,88.85,15.72,99.37,35.88,46.36,14.65,248.1,785.86
