ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,54.26,15.27,99.33,53.11,65.89,25.48,248.04,2039.88
Small Forehead,1.0,66.57,14.53,99.36,56.98,56.33,24.73,529.62,1327.72
Cheeks and Nose,2.0,55.0,17.05,99.21,79.11,89.72,44.91,1298.61,4025.54
Left Cheek,3.0,55.0,12.46,99.39,108.2,82.86,49.15,626.91,1441.45
Right Cheek,4.0,79.17,14.68,99.39,52.75,62.53,28.19,495.27,1667.55
Crop Face,5.0,54.56,14.53,98.99,67.35,90.07,36.61,1292.51,3536.79
Averaged,,60.76,14.75,99.28,69.58,74.57,34.84,748.49,2339.82
