ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,68.24,13.29,99.32,32.72,39.47,18.49,305.36,818.64
Small Forehead,1.0,68.49,14.18,99.49,73.53,59.5,32.79,833.54,1353.43
Cheeks and Nose,2.0,68.24,9.88,99.11,37.56,39.66,22.06,154.98,597.6
Left Cheek,3.0,67.73,15.57,99.03,66.11,72.97,32.5,542.32,1920.19
Right Cheek,4.0,67.1,12.28,99.25,37.72,51.42,24.21,248.59,1186.14
Crop Face,5.0,68.36,10.64,99.08,34.83,40.91,18.73,302.96,1094.94
Averaged,,68.03,12.64,99.21,47.08,50.65,24.8,397.96,1161.82
