ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,90.22,14.61,99.23,39.35,37.09,8.18,223.63,425.04
Small Forehead,1.0,87.68,10.8,99.37,29.97,26.53,14.75,68.19,277.88
Cheeks and Nose,2.0,91.11,14.61,99.36,17.86,20.79,1.3,83.2,191.45
Left Cheek,3.0,87.04,10.92,99.17,41.05,31.4,22.45,126.7,322.64
Right Cheek,4.0,90.73,16.39,99.14,38.53,40.8,16.56,172.3,737.74
Crop Face,5.0,90.73,13.21,99.28,21.44,18.87,2.6,42.49,81.95
Averaged,,89.58,13.42,99.26,31.37,29.25,10.97,119.42,339.45
