ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,76.8,11.42,99.15,33.6,36.02,16.55,173.09,510.51
Small Forehead,1.0,77.24,11.12,99.19,80.03,70.4,35.66,692.68,1687.6
Cheeks and Nose,2.0,78.28,12.16,99.21,22.78,31.78,8.25,215.68,272.44
Left Cheek,3.0,77.83,12.9,99.18,64.18,57.08,25.99,409.96,783.13
Right Cheek,4.0,79.02,13.05,98.99,20.22,32.46,12.12,147.96,367.92
Crop Face,5.0,78.43,11.86,99.25,19.43,22.73,0.0,79.38,132.09
Averaged,,77.93,12.08,99.16,40.04,41.74,16.43,286.46,625.62
