ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,88.01,12.26,99.34,30.59,34.64,12.42,61.0,310.93
Small Forehead,1.0,81.21,13.73,99.48,46.77,40.68,22.5,99.55,460.58
Cheeks and Nose,2.0,88.89,14.62,99.15,16.96,26.67,3.03,77.42,218.53
Left Cheek,3.0,85.2,14.47,99.15,26.3,34.3,12.7,267.43,509.92
Right Cheek,4.0,88.3,12.7,99.34,23.8,31.41,6.06,113.85,311.21
Crop Face,5.0,88.45,13.44,99.16,26.91,28.87,7.58,114.0,165.38
Averaged,,86.68,13.54,99.27,28.55,32.76,10.72,122.21,329.42
