ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,88.6,11.52,99.29,19.08,19.72,3.57,56.94,155.47
Small Forehead,1.0,88.98,12.66,99.41,26.51,25.85,6.17,50.46,353.44
Cheeks and Nose,2.0,88.22,13.29,99.39,22.53,23.74,1.19,57.47,158.19
Left Cheek,3.0,89.36,14.81,99.2,37.85,38.15,16.02,263.29,466.48
Right Cheek,4.0,89.48,11.77,99.38,18.75,28.39,3.79,107.94,303.28
Crop Face,5.0,88.6,13.8,99.3,18.01,20.05,1.19,71.62,159.39
Averaged,,88.87,12.98,99.33,23.79,25.98,5.32,101.29,266.04
