ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,91.93,11.86,99.47,31.2,39.88,15.56,229.66,563.96
Small Forehead,1.0,82.44,11.72,99.56,42.04,46.03,27.18,407.88,792.68
Cheeks and Nose,2.0,92.08,11.57,99.36,27.65,32.81,12.54,99.82,225.36
Left Cheek,3.0,92.52,13.34,99.19,49.73,43.2,11.36,352.82,379.02
Right Cheek,4.0,92.08,12.01,99.23,21.58,24.24,5.25,55.11,171.58
Crop Face,5.0,92.08,12.01,99.35,20.18,28.73,6.67,102.76,400.28
Averaged,,90.52,12.08,99.36,32.06,35.82,13.09,208.01,422.15
