ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,95.84,15.07,98.83,44.38,45.48,16.44,217.72,795.73
Small Forehead,1.0,90.52,15.82,98.94,67.56,60.52,36.9,587.11,728.43
Cheeks and Nose,2.0,100.02,14.56,99.1,23.17,29.3,2.29,64.78,278.12
Left Cheek,3.0,100.14,14.81,99.29,33.84,32.94,15.02,133.53,268.54
Right Cheek,4.0,100.02,12.66,99.07,55.37,43.9,15.56,1116.86,788.77
Crop Face,5.0,100.27,14.43,99.2,21.38,19.35,3.57,16.94,120.15
Averaged,,97.8,14.56,99.07,40.95,38.58,14.96,356.16,496.62
