ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,77.1,18.16,99.25,42.2,49.76,26.19,440.47,710.51
Small Forehead,1.0,81.23,11.67,99.4,40.32,50.76,12.73,282.42,988.45
Cheeks and Nose,2.0,80.2,15.36,99.07,31.86,36.76,10.78,242.86,482.62
Left Cheek,3.0,77.54,13.59,99.33,49.13,44.45,17.04,294.42,862.38
Right Cheek,4.0,77.25,15.51,99.39,72.8,72.3,42.96,834.39,1536.44
Crop Face,5.0,79.9,13.15,99.11,19.34,23.16,1.52,174.37,287.87
Averaged,,78.87,14.57,99.26,42.61,46.2,18.54,378.16,811.38
