ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,102.64,9.75,99.15,17.18,18.56,0.0,40.3,78.8
Small Forehead,1.0,102.2,11.96,99.41,21.6,23.37,3.75,40.28,170.69
Cheeks and Nose,2.0,102.19,13.0,99.25,14.0,17.18,1.28,33.12,104.7
Left Cheek,3.0,101.9,13.44,99.36,15.05,16.89,0.0,26.09,40.12
Right Cheek,4.0,102.49,9.75,99.42,15.81,17.58,0.0,25.81,83.18
Crop Face,5.0,102.19,15.36,99.42,18.16,17.03,1.28,20.51,63.49
Averaged,,102.27,12.21,99.34,16.97,18.43,1.05,31.02,90.16
