ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,69.98,11.27,99.35,50.89,55.37,22.9,246.26,712.85
Small Forehead,1.0,81.55,12.9,98.62,43.28,43.63,25.34,261.95,455.0
Cheeks and Nose,2.0,60.04,14.53,99.26,64.91,65.9,46.28,428.07,2627.22
Left Cheek,3.0,65.53,13.34,99.29,55.63,55.06,34.72,356.39,830.39
Right Cheek,4.0,59.9,17.79,99.31,69.21,58.71,49.7,443.4,986.22
Crop Face,5.0,60.19,13.35,99.21,71.48,56.06,39.9,271.35,605.9
Averaged,,66.2,13.86,99.17,59.23,55.79,36.47,334.57,1036.26
