ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,99.76,11.06,99.21,27.66,24.68,4.4,83.29,284.39
Small Forehead,1.0,98.74,11.82,99.33,42.88,44.82,19.47,171.09,732.61
Cheeks and Nose,2.0,99.76,14.36,99.08,29.03,25.67,7.88,112.54,137.95
Left Cheek,3.0,99.76,12.71,99.21,45.66,35.62,17.57,137.46,256.51
Right Cheek,4.0,106.62,15.12,99.1,22.17,30.4,3.95,109.56,299.8
Crop Face,5.0,100.01,14.87,99.09,31.74,27.65,8.48,185.44,166.35
Averaged,,100.78,13.32,99.17,33.19,31.47,10.29,133.23,312.94
