ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,104.1,11.82,99.29,61.45,49.44,15.17,1165.08,777.85
Small Forehead,1.0,99.23,13.88,99.38,55.79,50.44,6.88,1540.56,942.34
Cheeks and Nose,2.0,103.96,13.74,99.24,20.09,18.12,8.12,33.65,142.08
Left Cheek,3.0,89.34,15.65,99.33,102.08,97.3,31.39,12325.59,8204.73
Right Cheek,4.0,98.2,11.67,99.08,37.79,33.01,16.53,101.87,378.59
Crop Face,5.0,103.52,11.52,99.26,14.57,17.32,2.56,26.75,74.09
Averaged,,99.72,13.05,99.26,48.63,44.27,13.44,2532.25,1753.28
