ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,87.03,12.7,98.89,29.43,27.57,13.14,109.0,233.19
Small Forehead,1.0,86.52,15.75,98.93,33.42,29.42,12.66,109.4,188.7
Cheeks and Nose,2.0,86.52,19.18,99.0,26.03,25.63,3.9,30.46,160.59
Left Cheek,3.0,85.25,14.99,99.13,36.19,31.74,20.26,186.84,373.49
Right Cheek,4.0,91.98,13.85,99.29,43.88,44.01,20.24,253.09,484.56
Crop Face,5.0,86.52,16.39,99.01,24.0,24.28,3.79,51.97,167.34
Averaged,,87.3,15.48,99.04,32.16,30.44,12.33,123.46,267.98
