ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,82.11,14.48,99.02,52.25,41.39,24.97,320.29,365.14
Small Forehead,1.0,90.97,13.0,98.08,64.11,53.31,32.6,502.95,754.44
Cheeks and Nose,2.0,80.49,14.77,99.25,47.12,43.88,14.85,294.6,403.32
Left Cheek,3.0,75.02,12.41,99.29,28.24,50.68,14.85,249.57,983.73
Right Cheek,4.0,83.88,19.2,99.38,55.78,60.55,33.29,610.48,1070.69
Crop Face,5.0,80.93,11.52,99.25,36.31,30.32,22.58,71.1,247.43
Averaged,,82.23,14.23,99.04,47.3,46.69,23.86,341.5,637.46
