ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,89.21,14.93,98.92,99.51,81.87,34.41,2259.32,1906.23
Small Forehead,1.0,71.24,12.78,99.19,51.61,69.22,24.57,636.57,1607.66
Cheeks and Nose,2.0,76.56,14.55,99.02,58.89,53.1,28.11,328.4,625.47
Left Cheek,3.0,78.71,13.41,99.36,43.92,60.51,29.34,389.68,1122.29
Right Cheek,4.0,72.26,14.68,99.23,102.04,83.19,44.86,2419.4,1737.1
Crop Face,5.0,71.24,13.92,99.04,84.89,84.74,38.15,1729.6,1849.23
Averaged,,76.54,14.04,99.13,73.48,72.1,33.24,1293.83,1474.66
