ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,75.17,15.36,99.42,44.56,44.26,26.21,324.71,1041.46
Small Forehead,1.0,76.94,18.46,99.56,36.67,52.98,16.03,173.62,788.02
Cheeks and Nose,2.0,73.55,12.11,99.35,31.2,36.09,11.55,233.4,448.82
Left Cheek,3.0,79.3,11.67,99.37,97.53,92.02,34.98,4282.62,4088.54
Right Cheek,4.0,75.91,13.88,99.48,45.32,48.88,29.64,236.04,849.58
Crop Face,5.0,73.55,13.15,99.37,43.59,51.72,17.96,397.09,1032.06
Averaged,,75.74,14.11,99.43,49.81,54.32,22.73,941.25,1374.75
