ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,72.96,11.42,99.41,58.13,50.64,32.26,595.79,925.67
Small Forehead,1.0,72.51,12.46,99.54,54.61,55.36,27.66,445.98,806.8
Cheeks and Nose,2.0,73.4,16.76,99.44,33.59,40.78,22.73,363.21,563.07
Left Cheek,3.0,72.36,14.38,99.42,40.07,42.52,16.02,240.86,645.98
Right Cheek,4.0,72.81,13.64,99.41,35.27,43.9,19.7,371.89,885.19
Crop Face,5.0,73.11,14.83,99.43,41.16,37.96,29.58,278.5,359.64
Averaged,,72.86,13.92,99.44,43.81,45.19,24.66,382.7,697.72
