ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,57.58,12.2,99.16,50.17,86.02,22.08,1170.82,3995.21
Small Forehead,1.0,57.97,13.73,99.28,53.05,77.35,32.5,1066.16,2333.7
Cheeks and Nose,2.0,57.71,15.25,99.19,57.66,97.99,35.32,961.46,3587.85
Left Cheek,3.0,57.97,15.0,99.38,74.53,89.57,38.1,1246.74,3642.52
Right Cheek,4.0,57.71,15.51,99.41,78.56,99.33,29.99,3142.9,5157.42
Crop Face,5.0,57.71,15.38,99.21,56.51,93.01,38.8,2255.75,6869.65
Averaged,,57.78,14.51,99.27,61.75,90.54,32.8,1640.64,4264.39
