ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,65.17,11.64,99.39,45.58,57.28,25.92,616.04,1274.05
Small Forehead,1.0,65.55,17.21,99.46,47.79,56.62,32.54,461.09,905.31
Cheeks and Nose,2.0,65.17,12.78,99.26,37.62,59.61,18.13,283.71,1088.48
Left Cheek,3.0,63.66,14.17,99.24,41.21,53.71,20.12,494.7,1540.42
Right Cheek,4.0,66.69,17.59,99.36,44.15,67.79,26.11,559.38,1135.04
Crop Face,5.0,64.92,13.92,99.27,39.06,45.82,28.77,324.9,812.94
Averaged,,65.19,14.55,99.33,42.57,56.8,25.26,456.64,1126.04
