ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,84.36,12.01,99.18,18.59,24.56,1.52,87.5,171.62
Small Forehead,1.0,84.07,12.6,99.3,26.12,27.2,1.52,117.9,212.08
Cheeks and Nose,2.0,84.36,17.05,99.04,17.32,20.35,3.33,42.09,123.58
Left Cheek,3.0,84.51,10.38,99.06,23.05,21.96,6.06,80.74,184.02
Right Cheek,4.0,83.92,14.98,99.27,16.36,22.29,0.0,51.74,192.95
Crop Face,5.0,84.51,14.24,99.03,19.37,22.08,0.0,39.61,77.1
Averaged,,84.29,13.54,99.15,20.14,23.07,2.07,69.93,160.22
