ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,74.17,13.67,99.33,38.5,46.25,23.37,203.45,464.9
Small Forehead,1.0,81.89,11.9,99.12,50.43,69.79,21.05,1429.17,2467.97
Cheeks and Nose,2.0,74.29,10.89,99.21,48.64,49.77,31.29,400.1,716.55
Left Cheek,3.0,88.72,13.8,99.45,44.58,49.13,23.67,300.87,698.93
Right Cheek,4.0,75.81,14.3,99.41,55.56,58.09,19.39,543.79,762.51
Crop Face,5.0,74.3,11.14,99.27,38.44,39.13,18.53,99.96,511.5
Averaged,,78.2,12.62,99.3,46.02,52.03,22.88,496.22,937.06
