ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,80.96,14.87,98.92,27.05,27.07,6.88,87.26,169.79
Small Forehead,1.0,81.21,15.0,99.06,30.1,24.96,7.14,70.03,122.74
Cheeks and Nose,2.0,81.21,13.6,99.06,25.14,24.93,4.16,72.3,197.61
Left Cheek,3.0,81.21,12.33,99.17,33.11,29.51,9.87,138.63,224.85
Right Cheek,4.0,81.34,14.74,99.12,22.81,25.98,4.16,121.2,205.16
Crop Face,5.0,81.09,14.36,99.06,23.64,25.66,2.73,152.85,238.01
Averaged,,81.17,14.15,99.07,26.98,26.35,5.82,107.04,193.03
