ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,68.76,12.6,99.06,32.85,40.35,14.07,320.19,407.22
Small Forehead,1.0,66.84,14.82,99.38,42.85,61.56,33.7,740.45,1766.57
Cheeks and Nose,2.0,68.47,11.26,99.22,49.28,47.25,26.85,447.02,696.73
Left Cheek,3.0,68.17,13.93,99.23,42.2,51.07,24.63,423.14,906.98
Right Cheek,4.0,68.17,12.15,99.23,66.68,58.23,31.3,719.93,890.75
Crop Face,5.0,68.32,14.97,99.04,38.36,46.5,22.96,329.95,742.0
Averaged,,68.12,13.29,99.19,45.37,50.83,25.59,496.78,901.71
