ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,64.22,16.72,99.1,58.08,72.7,34.97,1055.93,2030.02
Small Forehead,1.0,65.99,16.97,99.06,62.93,57.43,43.88,252.64,1670.49
Cheeks and Nose,2.0,62.95,14.06,99.21,45.27,57.49,26.11,322.75,1015.82
Left Cheek,3.0,66.37,15.32,99.32,61.35,68.02,34.93,530.75,1676.56
Right Cheek,4.0,58.27,13.55,98.59,38.79,60.51,21.1,841.4,2866.62
Crop Face,5.0,62.58,16.72,99.11,54.14,66.09,30.0,617.68,1430.42
Averaged,,63.4,15.56,99.06,53.43,63.71,31.83,603.52,1781.65
