ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,129.62,14.56,99.15,54.51,51.03,23.97,345.86,566.49
Small Forehead,1.0,117.09,11.39,99.35,48.49,71.45,24.55,441.1,972.48
Cheeks and Nose,2.0,141.4,9.75,98.88,28.45,33.59,7.02,73.36,178.09
Left Cheek,3.0,89.75,12.91,99.46,48.32,59.75,21.99,308.15,1201.49
Right Cheek,4.0,151.39,13.67,99.38,41.16,39.82,5.65,540.67,282.81
Crop Face,5.0,151.52,15.19,98.95,39.7,37.81,8.73,738.58,311.44
Averaged,,130.13,12.91,99.2,43.44,48.91,15.32,407.95,585.47
