ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,66.91,14.48,99.15,41.74,52.86,24.24,176.9,993.08
Small Forehead,1.0,67.06,15.95,99.24,40.26,47.41,33.73,219.8,1327.98
Cheeks and Nose,2.0,67.35,14.03,99.2,36.13,48.39,17.96,384.48,1739.93
Left Cheek,3.0,68.24,18.61,99.45,74.01,86.45,42.76,1149.65,2589.37
Right Cheek,4.0,67.2,13.74,99.5,50.16,51.48,35.44,446.57,1419.51
Crop Face,5.0,67.2,14.92,99.21,43.7,44.57,18.98,81.77,710.25
Averaged,,67.33,15.29,99.29,47.67,55.19,28.85,409.86,1463.35
