ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,70.99,14.8,99.35,30.8,37.61,12.22,130.71,443.91
Small Forehead,1.0,70.23,13.16,99.38,31.24,36.53,18.25,228.71,345.07
Cheeks and Nose,2.0,70.99,11.51,99.3,22.42,41.22,7.94,309.28,407.55
Left Cheek,3.0,70.86,14.43,99.34,48.33,46.44,21.11,259.78,1025.95
Right Cheek,4.0,70.86,15.06,99.48,39.74,41.81,18.73,305.29,395.88
Crop Face,5.0,70.86,9.74,99.33,27.26,36.13,11.9,154.07,409.46
Averaged,,70.8,13.12,99.36,33.3,39.96,15.02,231.31,504.64
