ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,63.05,16.98,99.23,52.27,47.02,36.34,206.46,552.68
Small Forehead,1.0,63.35,16.1,99.41,40.86,51.01,24.07,572.95,1477.98
Cheeks and Nose,2.0,63.2,16.1,99.08,40.08,53.14,22.92,352.18,866.46
Left Cheek,3.0,62.76,12.11,99.38,40.67,52.92,28.7,425.65,1483.46
Right Cheek,4.0,62.9,12.7,99.44,39.0,57.28,31.99,387.06,1233.36
Crop Face,5.0,62.9,11.96,99.17,29.07,53.51,9.95,497.35,696.73
Averaged,,63.03,14.32,99.28,40.32,52.48,25.66,406.94,1051.78
