ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,75.94,15.32,98.94,52.33,46.26,25.19,418.67,809.13
Small Forehead,1.0,75.94,21.64,99.09,53.43,51.41,24.39,357.05,795.83
Cheeks and Nose,2.0,76.19,14.05,99.24,31.7,31.43,15.71,181.16,190.8
Left Cheek,3.0,76.44,16.96,99.27,31.88,30.26,22.86,100.09,267.02
Right Cheek,4.0,76.7,12.15,99.3,36.82,34.43,18.82,163.33,418.46
Crop Face,5.0,76.07,15.32,99.13,28.67,30.01,14.29,119.01,212.79
Averaged,,76.21,15.91,99.16,39.14,37.3,20.21,223.22,449.0
