ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,59.02,10.09,99.22,67.68,79.4,33.75,1237.07,2435.58
Small Forehead,1.0,59.16,10.09,99.3,65.71,70.17,49.49,979.78,1935.74
Cheeks and Nose,2.0,59.16,10.98,99.36,47.85,65.78,32.08,444.89,1702.38
Left Cheek,3.0,59.31,12.46,99.37,85.34,77.06,36.93,859.96,3028.92
Right Cheek,4.0,59.91,10.98,99.4,43.62,88.21,21.85,1707.74,3308.97
Crop Face,5.0,59.31,13.05,99.4,46.29,64.54,17.45,1142.5,1609.28
Averaged,,59.31,11.28,99.34,59.42,74.19,31.92,1061.99,2336.81
