ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,80.06,17.43,99.29,28.68,30.79,11.21,58.11,142.38
Small Forehead,1.0,80.21,14.77,99.45,34.53,32.78,13.1,120.35,303.45
Cheeks and Nose,2.0,82.28,13.88,99.1,19.86,31.93,3.03,200.75,283.87
Left Cheek,3.0,79.32,10.49,99.22,31.01,31.97,9.7,137.85,773.25
Right Cheek,4.0,78.58,12.26,99.17,26.38,33.53,9.91,244.97,409.63
Crop Face,5.0,79.76,14.18,99.16,27.52,33.42,11.21,98.31,432.92
Averaged,,80.04,13.84,99.23,28.0,32.4,9.69,143.39,390.92
