ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,69.74,12.28,99.45,43.43,49.59,33.47,226.22,662.92
Small Forehead,1.0,69.23,15.57,99.5,66.18,67.71,38.51,461.42,1434.54
Cheeks and Nose,2.0,71.38,13.8,99.22,33.93,39.54,13.1,497.13,784.47
Left Cheek,3.0,71.51,16.45,99.43,48.94,53.65,32.73,325.62,1559.18
Right Cheek,4.0,68.85,15.57,99.34,57.69,64.95,31.5,680.99,1147.57
Crop Face,5.0,70.88,11.52,99.38,33.99,31.72,12.7,143.58,409.39
Averaged,,70.26,14.2,99.39,47.36,51.19,27.0,389.16,999.68
