ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,80.2,12.85,98.7,42.44,36.62,25.0,182.12,432.11
Small Forehead,1.0,80.2,17.58,98.75,56.04,64.39,18.41,532.55,1881.5
Cheeks and Nose,2.0,81.23,13.88,99.01,30.67,36.43,13.94,206.9,641.44
Left Cheek,3.0,81.82,13.74,99.14,44.63,44.04,22.72,353.74,640.06
Right Cheek,4.0,81.08,18.9,99.3,44.84,39.24,21.98,129.95,620.67
Crop Face,5.0,81.09,14.77,98.96,38.2,36.36,25.15,108.48,399.25
Averaged,,80.94,15.29,98.98,42.8,42.85,21.2,252.29,769.17
