ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,75.76,13.29,98.65,52.95,51.06,21.67,712.91,512.33
Small Forehead,1.0,76.05,13.0,98.75,57.18,58.28,28.52,654.1,1212.46
Cheeks and Nose,2.0,75.9,14.77,98.63,58.22,48.94,24.81,617.25,747.16
Left Cheek,3.0,76.2,13.0,98.86,51.03,49.38,24.14,368.32,740.79
Right Cheek,4.0,75.46,14.32,98.92,41.87,40.71,28.7,203.54,564.75
Crop Face,5.0,75.9,14.76,98.4,32.9,41.26,17.04,299.98,433.88
Averaged,,75.88,13.86,98.7,49.02,48.27,24.15,476.02,701.9
