ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,66.97,12.28,99.32,38.84,47.51,23.41,397.73,1069.7
Small Forehead,1.0,66.97,15.19,99.45,41.77,42.43,25.0,186.52,719.59
Cheeks and Nose,2.0,66.84,14.31,99.27,45.52,53.53,26.19,472.07,1002.07
Left Cheek,3.0,66.84,14.05,99.39,61.76,63.09,33.06,718.99,1834.17
Right Cheek,4.0,67.1,16.33,99.49,43.35,47.87,23.02,246.39,1039.96
Crop Face,5.0,67.1,11.65,99.36,51.78,47.79,33.85,570.52,1397.91
Averaged,,66.97,13.97,99.38,47.17,50.37,27.42,432.04,1177.23
