ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,82.87,16.65,99.35,26.83,22.71,6.62,43.93,184.8
Small Forehead,1.0,83.25,14.11,99.43,45.51,44.24,9.05,318.19,458.92
Cheeks and Nose,2.0,82.75,10.17,99.02,25.53,27.21,11.17,84.58,143.43
Left Cheek,3.0,83.51,16.14,98.9,26.0,24.84,7.14,69.1,286.07
Right Cheek,4.0,82.62,13.22,99.03,38.38,38.11,17.79,311.5,521.76
Crop Face,5.0,82.87,11.7,99.09,25.39,27.81,8.05,158.4,322.29
Averaged,,82.98,13.66,99.14,31.27,30.82,9.97,164.28,319.54
