ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,80.89,12.15,99.06,34.55,33.02,17.58,85.46,411.36
Small Forehead,1.0,80.76,15.57,99.07,41.22,43.97,20.99,331.56,791.3
Cheeks and Nose,2.0,84.69,13.67,99.17,39.62,38.14,16.28,185.61,475.96
Left Cheek,3.0,78.87,12.41,99.04,65.41,66.94,29.35,953.65,1464.9
Right Cheek,4.0,84.81,12.91,99.2,42.44,35.67,22.58,177.54,257.52
Crop Face,5.0,84.31,12.15,99.14,36.21,33.54,13.89,140.53,236.35
Averaged,,82.39,13.14,99.11,43.24,41.88,20.11,312.39,606.23
