ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,53.46,13.88,99.4,51.89,77.23,28.24,582.05,1735.35
Small Forehead,1.0,59.51,12.26,99.5,54.87,83.57,34.55,407.56,3441.68
Cheeks and Nose,2.0,53.61,14.03,99.36,39.19,68.21,22.63,482.42,1881.38
Left Cheek,3.0,72.22,12.41,99.49,44.59,74.26,21.74,927.95,2169.67
Right Cheek,4.0,74.14,11.37,99.57,88.19,72.27,48.0,767.39,1201.46
Crop Face,5.0,53.17,14.18,99.38,56.92,94.96,26.02,1135.95,4438.21
Averaged,,61.02,13.02,99.45,55.94,78.42,30.2,717.22,2477.96
